modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Pregão - Eletrônico,Suspensa,F,,RJ,Rio de Janeiro,"AQUISIÇÃO DE SERINGAS, DOSADORES, EXTENSORES E TAMPA",1784208.62,2026-09-04T09:00:00,2026-09-28T08:59:00,00394544000185-1-001894/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205000832026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,GRADE PRODUTOS HOSPITALARES - Compra de Material de Copa e Cozinha,300212.48,2026-09-09T09:00:00,2026-09-28T08:59:00,00394544000185-1-001922/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005205001032026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Válvulas, Flanges e Diversos Sem Marca",2102.12,2026-09-16T08:00:00,2026-09-28T08:59:00,33781055000135-1-001592/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444505003632026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Fornecimento de refletores, posto CIF nas Indústrias Nucleares do Brasil S/A - INB, localizada no município de Caetité/BA, conforme condições, quantidades e características estabelecidas no Termo de Referência.
O Edital e suplementos referentes a esta licitação estarão disponíveis no site da INB (www.inb.gov.br/licitacoes).",0.0,2026-09-16T10:40:00,2026-09-28T08:59:00,37115383000153-1-000118/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11320605000332026
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Aquisição de conjunto de mesa e cadeiras para atendimento às necessidades do DEGASE,55800.0,2026-09-22T08:00:00,2026-09-28T08:59:00,42498600000171-1-003983/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37446
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de mobiliário para implementação de salas de estudos em grupo para os alunos do campus da Faculdade de Tecnologia da UERJ, em Resende.",38566.09,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004001/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37454
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de 05 (cinco) tendas gazebo articuladas, modelo retrátil, com estrutura resistente e dimensões de 3 m x 3 m, para atendimento das
necessidades do Projeto Núcleo de Atendimento às Crianças e Adolescentes Vítimas de Violência – FIA NACA, da Universidade do Estado do Rio de Janeiro – UERJ.",3144.15,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004002/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37455
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Produção, editoração, revisão e impressão da II Coletânea sobre Sistemas e Serviços de Saúde no SUS, um
livro de divulgação dos produtos técnicos desenvolvidos pelas turmas do curso, referente ao Processo SEI
080001/044638/2025 - Resolução conjunta SES/UERJ 1.458 de 12 de fevereiro 2026, cujo objeto é a
Continuidade do Projeto de qualificação de gestores da Secretaria de Estado e de Secretarias Municipais de Saúde do Rio de Janeiro em Política Planejamento e Administração em Saúde em Modalidade de Mestrado Profissional, em parceria com o Instituto de Medicina Social da Universidade do Estado do Rio de Janeiro
(IMS/UERJ) referente ao exercício de 2026",16600.33,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004003/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37456
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Contratação de empresa especializada para serviço de instalação e fornecimento de equipamentos de academia ao ar livre, incluindo transporte, montagem, fixação, testes e disponibilização para uso, nas dependências da Policlínica Piquet Carneiro.",35625.67,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004004/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37457
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de produtos químicos, por Compra Direta, para o Hospital Universitário Pedro Ernesto.",300355.17,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004005/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37458
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Aquisição de materiais personalizados com identidade visual do Projeto ``Promoção de Educação Perinatal por Doulas às Gestantes e Puérperas na UERJ``,3215.65,2026-09-23T09:00:00,2026-09-28T08:59:00,42498600000171-1-004007/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37460
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de conjuntos de mesas e cadeiras para a estruturação física e conforto dos usuários, com o intuito de mobiliar a área de consumo coletivo e vivência para a implantação da Cantina Universitária Agroecológica no 9º andar (Bloco F) do Campus Maracanã da UERJ.",4800.0,2026-09-23T09:05:00,2026-09-28T08:59:00,42498600000171-1-004008/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37461
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para prestação de serviços de tradução de artigos científicos relacionados com a pesquisa científica educacional, para atender as demandas da Universidade da Força Aérea (UNIFA).",227979.0,2026-09-14T09:00:00,2026-09-28T09:00:00,00394429000100-1-002281/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305002702026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,São Pedro da Aldeia,"Aquisição de de módulos de potência necessários para a manutenção da UPS (fonte de alimentação ininterrupta)
do APP (controle de aproximação), a torre de controle, a sala de Comunicações, o VOR-DOPPLER, a Estação Metereológica de Superfície (EMS) e o Radar, do aeródromo militar Tenente Jorge Henrique Möller (SBES), localizado na Base Aérea Naval de São Pedro da Aldeia (BaeNSPA)",340770.0,2026-09-15T09:00:00,2026-09-28T09:00:00,00394502000144-1-011682/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79118005001342026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de matérias-primas indispensáveis à manutenção da produção institucional, considerando planejamento anual de fabricação e compromissos firmados com o Ministério da Saúde",0.0,2026-09-16T09:00:00,2026-09-28T09:00:00,42498600000171-1-003912/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37412
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de utensílios tipo 2 para atender às necessidades do Serviço de Subsistência do Grupamento de Apoio dos Afonsos (GAP-AF).,563093.67,2026-09-16T09:00:00,2026-09-28T09:00:00,00394429000100-1-002343/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305001752026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de utensílios tipo 4 e uniformes para atender às necessidades do Serviço de Subsistência do Grupamento de Apoio dos Afonsos (GAP-AF).,990418.75,2026-09-16T09:00:00,2026-09-28T09:00:00,00394429000100-1-002345/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305001732026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,". Aquisição de gêneros alimentícios, com vistas a atender às necessidades dos laboratórios ligados aos cursos de graduação em Engenharia de Alimentos e Técnico em Alimentos integrado ao Ensino Médio do campus Valença do CEFET/RJ.",11206.79,2026-09-17T13:00:00,2026-09-28T09:00:00,42441758000105-1-000132/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15301006001272026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de mesa de som, projetor multimídia, DVD Blu-Ray, amplificador, alto-falantes, micro-ondas e ventiladores para atendimento das necessidades da ANCINE, incluindo instalação, montagem e configuração, no que couber, para atendimento das necessidades do Escritório Central da ANCINE, no Rio de Janeiro",29393.12,2026-09-21T09:00:00,2026-09-28T09:00:00,04884574000120-1-000039/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20300306000692026
